slot_id,day_of_week,start_time,end_time,duration_minutes,scheme,campus,slot_type,applicable_batches,max_concurrent_activities,priority_level,room_availability,teacher_availability,break_slot,lunch_slot,elective_slot,lab_preferred,rush_period,booking_status,conflict_level,utilization_rate,notes
SLOT05873,Tuesday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,End-Semester Exam - Semester event
SLOT05874,Tuesday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,End-Semester Exam - Semester event
SLOT05875,Tuesday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,End-Semester Exam - Semester event
SLOT05876,Tuesday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,End-Semester Exam - Semester event
SLOT05877,Wednesday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05878,Wednesday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,End-Semester Exam - Semester event
SLOT05879,Wednesday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,End-Semester Exam - Semester event
SLOT05880,Wednesday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,End-Semester Exam - Semester event
SLOT05881,Wednesday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,End-Semester Exam - Semester event
SLOT05882,Wednesday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05883,Thursday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,85,End-Semester Exam - Semester event
SLOT05884,Thursday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,95,End-Semester Exam - Semester event
SLOT05885,Thursday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05886,Thursday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,End-Semester Exam - Semester event
SLOT05887,Thursday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05888,Thursday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,End-Semester Exam - Semester event
SLOT05889,Friday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,End-Semester Exam - Semester event
SLOT05890,Friday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,End-Semester Exam - Semester event
SLOT05891,Friday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,95,End-Semester Exam - Semester event
SLOT05892,Friday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,End-Semester Exam - Semester event
SLOT05893,Friday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05894,Friday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,End-Semester Exam - Semester event
SLOT05895,Saturday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05896,Saturday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,82,End-Semester Exam - Semester event
SLOT05897,Saturday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,End-Semester Exam - Semester event
SLOT05898,Saturday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05899,Saturday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,End-Semester Exam - Semester event
SLOT05900,Saturday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,End-Semester Exam - Semester event
SLOT05901,Monday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05902,Monday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,97,Lab Assessment - Monthly event
SLOT05903,Monday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,82,Lab Assessment - Monthly event
SLOT05904,Monday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,84,Lab Assessment - Monthly event
SLOT05905,Monday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,84,Lab Assessment - Monthly event
SLOT05906,Monday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,87,Lab Assessment - Monthly event
SLOT05907,Tuesday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05908,Tuesday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,84,Lab Assessment - Monthly event
SLOT05909,Tuesday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,86,Lab Assessment - Monthly event
SLOT05910,Tuesday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,82,Lab Assessment - Monthly event
SLOT05911,Tuesday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05912,Tuesday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05913,Wednesday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05914,Wednesday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,97,Lab Assessment - Monthly event
SLOT05915,Wednesday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,94,Lab Assessment - Monthly event
SLOT05916,Wednesday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05917,Wednesday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,81,Lab Assessment - Monthly event
SLOT05918,Wednesday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,86,Lab Assessment - Monthly event
SLOT05919,Thursday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05920,Thursday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05921,Thursday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,98,Lab Assessment - Monthly event
SLOT05922,Thursday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,80,Lab Assessment - Monthly event
SLOT05923,Thursday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,98,Lab Assessment - Monthly event
SLOT05924,Thursday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05925,Friday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,95,Lab Assessment - Monthly event
SLOT05926,Friday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,80,Lab Assessment - Monthly event
SLOT05927,Friday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,91,Lab Assessment - Monthly event
SLOT05928,Friday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,89,Lab Assessment - Monthly event
SLOT05929,Friday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05930,Friday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05931,Saturday,10:00,12:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,97,Lab Assessment - Monthly event
SLOT05932,Saturday,10:00,12:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,97,Lab Assessment - Monthly event
SLOT05933,Saturday,10:00,12:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,99,Lab Assessment - Monthly event
SLOT05934,Saturday,10:00,12:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,87,Lab Assessment - Monthly event
SLOT05935,Saturday,10:00,12:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,95,Lab Assessment - Monthly event
SLOT05936,Saturday,10:00,12:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,87,Lab Assessment - Monthly event
SLOT05937,Monday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,88,Lab Assessment - Monthly event
SLOT05938,Monday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05939,Monday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,95,Lab Assessment - Monthly event
SLOT05940,Monday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,80,Lab Assessment - Monthly event
SLOT05941,Monday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05942,Monday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05943,Tuesday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05944,Tuesday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,85,Lab Assessment - Monthly event
SLOT05945,Tuesday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,94,Lab Assessment - Monthly event
SLOT05946,Tuesday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,84,Lab Assessment - Monthly event
SLOT05947,Tuesday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,99,Lab Assessment - Monthly event
SLOT05948,Tuesday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,97,Lab Assessment - Monthly event
SLOT05949,Wednesday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,80,Lab Assessment - Monthly event
SLOT05950,Wednesday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05951,Wednesday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,98,Lab Assessment - Monthly event
SLOT05952,Wednesday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,98,Lab Assessment - Monthly event
SLOT05953,Wednesday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,80,Lab Assessment - Monthly event
SLOT05954,Wednesday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,82,Lab Assessment - Monthly event
SLOT05955,Thursday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,100,Lab Assessment - Monthly event
SLOT05956,Thursday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05957,Thursday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,84,Lab Assessment - Monthly event
SLOT05958,Thursday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,94,Lab Assessment - Monthly event
SLOT05959,Thursday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,85,Lab Assessment - Monthly event
SLOT05960,Thursday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,81,Lab Assessment - Monthly event
SLOT05961,Friday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,88,Lab Assessment - Monthly event
SLOT05962,Friday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05963,Friday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05964,Friday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,86,Lab Assessment - Monthly event
SLOT05965,Friday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,94,Lab Assessment - Monthly event
SLOT05966,Friday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05967,Saturday,14:00,16:00,120,A,Campus-3,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,90,Lab Assessment - Monthly event
SLOT05968,Saturday,14:00,16:00,120,A,Campus-15B,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,92,Lab Assessment - Monthly event
SLOT05969,Saturday,14:00,16:00,120,A,Campus-8,Special Event,Lab Groups - A Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,88,Lab Assessment - Monthly event
SLOT05970,Saturday,14:00,16:00,120,B,Campus-3,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,93,Lab Assessment - Monthly event
SLOT05971,Saturday,14:00,16:00,120,B,Campus-15B,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,88,Lab Assessment - Monthly event
SLOT05972,Saturday,14:00,16:00,120,B,Campus-8,Special Event,Lab Groups - B Scheme,3,Medium,Reserved,Coordinated,False,False,False,True,False,Event Reserved,Medium,82,Lab Assessment - Monthly event
SLOT05973,Monday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,95,Project Presentation - Quarterly event
SLOT05974,Monday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,80,Project Presentation - Quarterly event
SLOT05975,Monday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,97,Project Presentation - Quarterly event
SLOT05976,Monday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,81,Project Presentation - Quarterly event
SLOT05977,Monday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,91,Project Presentation - Quarterly event
SLOT05978,Monday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,87,Project Presentation - Quarterly event
SLOT05979,Tuesday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,100,Project Presentation - Quarterly event
SLOT05980,Tuesday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,82,Project Presentation - Quarterly event
SLOT05981,Tuesday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,100,Project Presentation - Quarterly event
SLOT05982,Tuesday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,81,Project Presentation - Quarterly event
SLOT05983,Tuesday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,80,Project Presentation - Quarterly event
SLOT05984,Tuesday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,87,Project Presentation - Quarterly event
SLOT05985,Wednesday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,86,Project Presentation - Quarterly event
SLOT05986,Wednesday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,80,Project Presentation - Quarterly event
SLOT05987,Wednesday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,99,Project Presentation - Quarterly event
SLOT05988,Wednesday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,84,Project Presentation - Quarterly event
SLOT05989,Wednesday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,87,Project Presentation - Quarterly event
SLOT05990,Wednesday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,84,Project Presentation - Quarterly event
SLOT05991,Thursday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,95,Project Presentation - Quarterly event
SLOT05992,Thursday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,83,Project Presentation - Quarterly event
SLOT05993,Thursday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,98,Project Presentation - Quarterly event
SLOT05994,Thursday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,86,Project Presentation - Quarterly event
SLOT05995,Thursday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,94,Project Presentation - Quarterly event
SLOT05996,Thursday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,88,Project Presentation - Quarterly event
SLOT05997,Friday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,91,Project Presentation - Quarterly event
SLOT05998,Friday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,85,Project Presentation - Quarterly event
SLOT05999,Friday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,99,Project Presentation - Quarterly event
SLOT06000,Friday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,99,Project Presentation - Quarterly event
SLOT06001,Friday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,83,Project Presentation - Quarterly event
SLOT06002,Friday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,85,Project Presentation - Quarterly event
SLOT06003,Saturday,09:00,11:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,89,Project Presentation - Quarterly event
SLOT06004,Saturday,09:00,11:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,83,Project Presentation - Quarterly event
SLOT06005,Saturday,09:00,11:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,98,Project Presentation - Quarterly event
SLOT06006,Saturday,09:00,11:00,120,B,Campus-3,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,80,Project Presentation - Quarterly event
SLOT06007,Saturday,09:00,11:00,120,B,Campus-15B,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,89,Project Presentation - Quarterly event
SLOT06008,Saturday,09:00,11:00,120,B,Campus-8,Special Event,Selected B Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,98,Project Presentation - Quarterly event
SLOT06009,Monday,15:00,17:00,120,A,Campus-3,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,92,Project Presentation - Quarterly event
SLOT06010,Monday,15:00,17:00,120,A,Campus-15B,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,92,Project Presentation - Quarterly event
SLOT06011,Monday,15:00,17:00,120,A,Campus-8,Special Event,Selected A Batches,3,Medium,Reserved,Coordinated,False,False,False,False,False,Event Reserved,Medium,86,Project Presentation - Quarterly event
